,carat,cut,color,clarity,depth,table,x,y,z,price
40459,0.5,Ideal,H,SI1,62.5,57,5.06,5.08,3.17,1140
40460,0.5,Ideal,H,SI1,62,56,5.08,5.11,3.16,1140
40461,0.53,Good,E,SI2,57.9,58,5.34,5.39,3.11,1140
40462,0.38,Ideal,D,VS1,62.5,56,4.67,4.64,2.91,1140
40463,0.32,Ideal,D,VVS1,61.8,56,4.41,4.39,2.72,1140
40464,0.32,Ideal,D,VVS1,61.5,57,4.45,4.43,2.73,1140
40465,0.32,Ideal,D,VVS1,61.8,56,4.41,4.39,2.72,1140
40466,0.32,Ideal,D,VVS1,61.3,57,4.42,4.39,2.7,1140
40467,0.32,Ideal,D,VVS1,61.9,56,4.39,4.36,2.71,1140
40468,0.38,Ideal,D,VS1,62.2,57,4.66,4.63,2.89,1140
40469,0.32,Ideal,D,VVS1,61.7,55,4.44,4.41,2.73,1140
40470,0.38,Ideal,D,VS1,62,55,4.68,4.64,2.89,1140
40471,0.38,Ideal,G,VVS1,61.6,57,4.73,4.65,2.89,1140
40472,0.38,Premium,D,VS1,61.9,60,4.66,4.62,2.87,1140
40473,0.38,Premium,D,VS1,62.4,59,4.63,4.6,2.88,1140
40474,0.64,Good,F,I1,57.3,64,5.75,5.69,3.28,1140
40475,0.38,Premium,D,VS1,61.2,58,4.68,4.63,2.85,1140
40476,0.52,Premium,I,VS1,59.6,60,5.17,5.14,3.07,1141
40477,0.52,Very Good,J,VS2,60.7,56,5.19,5.23,3.16,1141
40478,0.53,Premium,E,SI2,60.5,60,5.21,5.24,3.16,1141
40479,0.53,Good,E,SI2,63.4,56,5.16,5.18,3.28,1141
40480,0.53,Good,E,SI2,63.2,54,5.16,5.19,3.27,1141
40481,0.55,Very Good,G,SI1,60.7,56,5.32,5.38,3.25,1141
40482,0.33,Ideal,F,VVS1,61.8,55,4.44,4.46,2.75,1141
40483,0.52,Ideal,J,VS2,61.6,57,5.16,5.19,3.19,1141
40484,0.64,Good,J,SI2,64.7,54,5.39,5.43,3.5,1141
40485,0.5,Good,D,SI2,57.1,63,5.23,5.27,3,1141
40486,0.5,Premium,H,SI1,60.2,61,5.16,5.14,3.1,1141
40487,0.5,Fair,E,SI2,65.2,57,4.96,4.91,3.22,1141
40488,0.4,Very Good,E,VVS1,63.8,56,4.68,4.72,3,1142
40489,0.42,Ideal,F,VVS2,62.1,55,4.79,4.81,2.98,1142
40490,0.42,Premium,F,VVS2,59.6,59,4.83,4.86,2.89,1142
40491,0.42,Ideal,F,VVS2,61.1,57,4.82,4.84,2.95,1142
40492,0.42,Ideal,F,VVS2,60.6,57,4.82,4.85,2.93,1142
40493,0.42,Premium,F,VVS2,61.7,59,4.78,4.82,2.96,1142
40494,0.42,Ideal,F,VVS2,61.3,57,4.8,4.82,2.95,1142
40495,0.42,Premium,F,VVS2,60.3,59,4.83,4.86,2.92,1142
40496,0.42,Ideal,F,VVS2,61.6,56,4.83,4.85,2.98,1142
40497,0.42,Ideal,F,VVS2,61.7,57,4.78,4.81,2.96,1142
40498,0.42,Ideal,F,VVS2,62.2,56,4.79,4.82,2.99,1142
40499,0.53,Ideal,F,SI2,61.7,56,5.23,5.24,3.23,1142
40500,0.42,Premium,H,VVS1,62,58,4.82,4.79,2.98,1142
40501,0.37,Premium,D,VVS1,61.4,58,4.65,4.63,2.85,1142
40502,0.42,Ideal,H,VVS1,62.4,55,4.8,4.79,2.99,1142
40503,0.43,Very Good,G,VVS1,60.7,57,4.87,4.89,2.96,1143
40504,0.41,Very Good,F,VVS1,63.3,55,4.7,4.74,2.99,1143
40505,0.47,Premium,H,VS1,61.8,58,4.94,4.99,3.07,1143
40506,0.44,Ideal,G,VVS1,61.3,55,4.92,4.94,3.02,1143
40507,0.61,Ideal,J,SI1,62,55,5.45,5.48,3.39,1143
40508,0.54,Premium,J,VS2,62.6,58,5.22,5.16,3.25,1143
40509,0.56,Very Good,H,SI2,59.5,57,5.4,5.43,3.22,1144
40510,0.41,Ideal,E,VS1,61.2,56,4.82,4.89,2.97,1144
40511,0.45,Good,F,VS1,58.6,62.2,5,5.05,2.95,1144
40512,0.45,Good,F,VS1,57.6,62.5,5.05,5.09,2.91,1144
40513,0.55,Very Good,E,SI2,59.6,57,5.34,5.39,3.2,1145
40514,0.4,Good,F,VVS1,63.3,57,4.68,4.7,2.97,1145
40515,0.5,Good,F,SI1,57.9,62,5.18,5.21,3.01,1145
40516,0.4,Ideal,E,VVS2,61.6,56,4.74,4.77,2.93,1145
40517,0.44,Ideal,I,VVS1,60.9,56,4.9,4.96,3,1145
40518,0.48,Ideal,G,SI1,61.6,55,5.06,5.1,3.13,1145
40519,0.37,Ideal,D,VVS2,61.6,56,4.65,4.61,2.85,1145
40520,0.37,Premium,D,VVS2,61,60,4.64,4.61,2.82,1145
40521,0.52,Very Good,E,SI2,61.1,57,5.2,5.24,3.19,1146
40522,0.51,Good,D,SI2,64.2,56,5.02,5.05,3.23,1146
40523,0.51,Ideal,F,SI2,61.3,57,5.16,5.19,3.17,1146
40524,0.52,Ideal,E,SI2,61.8,57,5.14,5.18,3.19,1146
40525,0.5,Very Good,F,SI2,62.4,56,5.08,5.12,3.18,1147
40526,0.58,Very Good,J,VS2,59.5,62,5.41,5.44,3.23,1147
40527,0.5,Good,E,SI1,64,56,5.03,4.9,3.18,1147
40528,0.52,Good,G,SI1,64.3,61,5.01,4.97,3.21,1147
40529,0.54,Ideal,I,VS1,61.5,56,5.24,5.26,3.23,1147
40530,0.54,Ideal,H,SI1,62.5,56,5.2,5.23,3.26,1147
40531,0.7,Fair,I,I1,68.6,57,5.46,5.34,3.71,1147
40532,0.72,Fair,G,I1,65.1,57,5.65,5.55,3.65,1147
40533,0.5,Very Good,H,SI1,60,55,5.2,5.23,3.13,1148
40534,0.38,Premium,G,IF,62.5,60,4.61,4.64,2.89,1148
40535,0.43,Ideal,F,VVS2,61.5,55,4.85,4.88,2.99,1148
40536,0.39,Ideal,F,VVS1,61.7,57,4.68,4.71,2.89,1148
40537,0.51,Ideal,G,SI2,62.1,56,5.1,5.13,3.18,1148
40538,0.34,Ideal,F,IF,60.7,57,4.53,4.5,2.74,1148
40539,0.36,Premium,G,IF,62.5,60,4.53,4.49,2.82,1148
40540,0.36,Premium,G,IF,61,59,4.6,4.55,2.79,1148
40541,0.36,Ideal,G,IF,61.6,55,4.59,4.57,2.82,1148
40542,0.41,Premium,G,VVS1,59.7,60,4.85,4.83,2.89,1148
40543,0.35,Premium,E,IF,59,61,4.64,4.62,2.73,1148
40544,0.61,Very Good,J,SI1,60.8,58,5.46,5.49,3.33,1149
40545,0.55,Very Good,I,SI1,63.6,57,5.15,5.19,3.29,1149
40546,0.45,Good,D,VS2,63.7,61,4.81,4.73,3.04,1149
40547,0.42,Ideal,G,VVS1,61.9,56,4.8,4.85,2.98,1150
40548,0.52,Ideal,G,SI2,61.3,56,5.19,5.22,3.19,1150
40549,0.41,Good,F,VVS2,59.2,63,4.82,4.87,2.87,1150
40550,0.4,Ideal,E,VS2,61.4,57,4.78,4.75,2.92,1150
40551,0.57,Very Good,I,SI1,61.1,61,5.34,5.37,3.27,1151
40552,0.41,Ideal,D,VS1,61.3,54,4.8,4.83,2.95,1151
40553,0.41,Ideal,F,IF,62.2,54,4.76,4.79,2.97,1151
40554,0.41,Very Good,D,VS1,62.9,57,4.73,4.75,2.98,1151
40555,0.41,Ideal,G,VVS1,61.7,55,4.77,4.79,2.95,1151
40556,0.41,Ideal,D,VS1,61,57,4.78,4.82,2.93,1151
40557,0.41,Ideal,D,VS1,61.8,57,4.75,4.8,2.95,1151
40558,0.41,Ideal,G,VVS1,62,56,4.78,4.8,2.97,1151
40559,0.41,Very Good,G,VVS1,60,59,4.83,4.84,2.9,1151
40560,0.41,Very Good,G,VVS1,60.3,60,4.74,4.78,2.87,1151
40561,0.41,Very Good,D,VS1,62.8,57,4.73,4.76,2.98,1151
40562,0.41,Ideal,G,VVS1,61.8,55,4.76,4.78,2.95,1151
40563,0.41,Very Good,G,VVS1,61,61,4.72,4.75,2.89,1151
40564,0.41,Ideal,D,VS1,62.1,56,4.77,4.8,2.97,1151
40565,0.41,Ideal,G,VVS1,62.1,55,4.74,4.79,2.96,1151
40566,0.41,Premium,G,VVS1,59.9,59,4.79,4.83,2.88,1151
40567,0.52,Ideal,J,VS2,61.4,57,5.17,5.21,3.19,1151
40568,0.57,Ideal,H,SI2,61.5,55,5.35,5.38,3.3,1151
40569,0.43,Ideal,H,IF,61.9,55,4.87,4.89,3.02,1151
40570,0.52,Ideal,G,SI2,63,55,5.14,5.12,3.23,1151
40571,0.52,Very Good,G,SI2,63.1,56,5.12,5.08,3.22,1151
40572,0.4,Ideal,D,VVS2,61.4,56,4.8,4.75,2.93,1152
40573,0.4,Premium,D,VVS2,58.3,59,4.9,4.88,2.85,1152
40574,0.53,Very Good,H,SI1,61.7,60,5.17,5.21,3.2,1152
40575,0.48,Premium,E,SI1,60.4,62,5.07,5.03,3.05,1152
40576,0.52,Ideal,I,VS2,62.3,54,5.17,5.2,3.23,1152
40577,0.52,Ideal,I,VS2,61.8,54,5.16,5.2,3.2,1152
40578,0.5,Very Good,G,SI1,62.4,52,5.1,5.15,3.2,1153
40579,0.5,Very Good,G,SI1,62.3,58,5.06,5.08,3.16,1153
40580,0.54,Ideal,G,SI2,60.4,59,5.24,5.29,3.18,1153
40581,0.5,Ideal,G,SI1,62.1,57,5.05,5.09,3.15,1153
40582,0.4,Ideal,H,IF,61.9,56,4.72,4.75,2.93,1153
40583,0.41,Premium,E,VS1,60.7,58,4.83,4.79,2.92,1153
40584,0.41,Premium,E,VS1,59.8,61,4.85,4.79,2.88,1153
40585,0.41,Premium,E,VS1,60,58,4.83,4.8,2.89,1153
40586,0.41,Premium,E,VS1,60.1,58,4.84,4.81,2.9,1153
40587,0.41,Premium,E,VS1,59.9,58,4.88,4.83,2.91,1153
40588,0.41,Ideal,E,VS1,61.4,57,4.82,4.79,2.95,1153
40589,0.41,Premium,E,VS1,60.6,59,4.8,4.77,2.9,1153
40590,0.41,Premium,E,VS1,61.9,59,4.8,4.77,2.96,1153
40591,0.29,Ideal,F,SI2,60.6,59,4.31,4.37,2.63,496
40592,0.3,Fair,F,SI1,63.1,58,4.3,4.22,2.69,496
40593,0.28,Ideal,I,VVS2,62.2,55,4.21,4.24,2.63,497
40594,0.28,Ideal,G,VS2,62.2,54,4.21,4.24,2.63,497
40595,0.28,Ideal,H,VS1,62,55,4.21,4.24,2.62,497
40596,0.28,Ideal,H,VS1,61.8,57,4.2,4.22,2.6,497
40597,0.37,Ideal,J,SI1,60.5,57,4.63,4.66,2.81,497
40598,0.34,Fair,J,SI1,64.5,57,4.38,4.36,2.82,497
40599,0.3,Premium,G,SI1,62.5,61,4.29,4.26,2.67,497
40600,0.38,Ideal,F,I1,62.5,57,4.61,4.64,2.89,497
40601,0.32,Very Good,F,SI1,60.7,62,4.4,4.43,2.68,497
40602,0.23,Very Good,F,VVS2,61.7,55,3.99,4.05,2.48,498
40603,0.23,Very Good,E,VVS2,63,58,3.92,3.95,2.48,498
40604,0.23,Very Good,E,VVS2,60.7,58,3.96,4.01,2.42,498
40605,0.24,Ideal,G,VVS2,61.2,56,3.99,4.02,2.45,498
40606,0.29,Ideal,H,VS2,62.8,55,4.24,4.27,2.67,498
40607,0.23,Ideal,F,VS2,60.9,57,3.96,3.99,2.42,498
40608,0.23,Ideal,F,VS2,61.5,55,3.93,3.97,2.43,498
40609,0.23,Ideal,F,VS2,61.9,55,3.94,3.97,2.45,498
40610,0.29,Ideal,H,VS1,61.8,57,4.27,4.31,2.64,498
40611,0.31,Ideal,I,SI1,62.1,53,4.34,4.36,2.7,498
40612,0.33,Ideal,G,SI1,61.6,56,4.43,4.46,2.74,498
40613,0.27,Good,F,VVS1,61.7,61,4.1,4.14,2.54,498
40614,0.25,Good,E,VVS1,61.4,62,4.03,4.05,2.48,498
40615,0.23,Good,E,VVS1,56.3,62,4.1,4.11,2.31,498
40616,0.33,Very Good,J,VVS2,62.1,56,4.44,4.45,2.76,499
40617,0.24,Very Good,D,VVS2,60.1,57,4.03,4.09,2.44,499
40618,0.26,Very Good,F,VS2,61.4,56,4.09,4.12,2.53,499
40619,0.26,Very Good,F,VS1,61.9,57,4.11,4.14,2.55,499
40620,0.26,Very Good,F,VS1,60.4,56,4.14,4.16,2.51,499
40621,0.41,Ideal,E,VS1,62.1,55,4.8,4.77,2.97,1153
40622,0.41,Premium,E,VS1,60.8,59,4.82,4.76,2.91,1153
40623,0.41,Ideal,E,VS1,62,54,4.79,4.76,2.96,1153
40624,0.41,Ideal,E,VS1,61.7,57,4.8,4.76,2.95,1153
40625,0.41,Ideal,E,VS1,61.9,55,4.8,4.76,2.96,1153
40626,0.41,Ideal,E,VS1,60.9,57,4.79,4.76,2.91,1153
40627,0.41,Ideal,E,VS1,61.8,57,4.79,4.76,2.95,1153
40628,0.41,Premium,E,VS1,61.2,58,4.78,4.76,2.92,1153
40629,0.41,Premium,E,VS1,62.2,57,4.78,4.74,2.96,1153
40630,0.41,Ideal,E,VS1,61.7,55,4.78,4.75,2.94,1153
40631,0.41,Ideal,E,VS1,62.1,56,4.78,4.75,2.96,1153
40632,0.41,Ideal,E,VS1,62.1,55,4.78,4.75,2.96,1153
40633,0.41,Ideal,E,VS1,61.8,55,4.8,4.75,2.95,1153
40634,0.41,Ideal,E,VS1,62,55,4.77,4.74,2.95,1153
40635,0.41,Ideal,E,VS1,62.3,57,4.77,4.74,2.96,1153
40636,0.41,Premium,E,VS1,62,60,4.78,4.74,2.95,1153
40637,0.41,Premium,E,VS1,62.3,59,4.76,4.74,2.96,1153
40638,0.41,Premium,E,VS1,62,57,4.77,4.74,2.95,1153
40639,0.41,Premium,E,VS1,62.8,58,4.72,4.7,2.96,1153
40640,0.41,Premium,E,VS1,61.8,58,4.75,4.73,2.93,1153
40641,0.41,Ideal,E,VS1,62.7,57,4.76,4.72,2.97,1153
40642,0.41,Ideal,E,VS1,62.7,55,4.76,4.72,2.97,1153
40643,0.41,Premium,E,VS1,60.4,58,4.82,4.78,2.9,1153
40644,0.42,Very Good,F,VVS1,63,59,4.75,4.81,3.01,1154
40645,0.45,Very Good,G,VS1,60,57.1,4.99,5.03,3,1154
40646,0.4,Very Good,G,IF,61,59,4.75,4.79,2.91,1154
40647,0.54,Ideal,F,SI2,61.1,56,5.22,5.26,3.2,1154
40648,0.5,Very Good,E,SI2,62.4,57,5.03,5.07,3.15,1154
40649,0.54,Premium,F,SI2,59.6,60,5.25,5.28,3.14,1154
40650,0.5,Ideal,E,SI2,62.5,57,5.04,5.07,3.16,1154
40651,0.5,Very Good,E,SI2,61.3,56,5.08,5.13,3.13,1154
40652,0.54,Ideal,H,SI1,62.2,56,5.19,5.26,3.25,1154
40653,0.54,Premium,H,SI1,61,58,5.23,5.27,3.2,1154
40654,0.54,Ideal,H,SI1,61,56,5.24,5.28,3.21,1154
40655,0.5,Ideal,E,SI2,61.4,57,5.09,5.14,3.14,1154
40656,0.5,Very Good,E,SI2,61.4,58,5.09,5.11,3.13,1154
40657,0.5,Very Good,E,SI2,61.7,58,5.06,5.12,3.14,1154
40658,0.54,Good,H,SI1,63.3,57,5.15,5.22,3.28,1154
40659,0.5,Premium,E,SI2,59.5,59,5.16,5.19,3.08,1154
40660,0.38,Ideal,E,VVS1,61.5,56,4.67,4.7,2.88,1154
40661,0.38,Ideal,E,VVS1,62.3,56,4.64,4.67,2.9,1154
40662,0.41,Ideal,E,VS1,60.8,56,4.84,4.8,2.93,1154
40663,0.5,Ideal,H,SI1,62.2,53,5.06,5.14,3.17,1154
40664,0.51,Ideal,H,SI1,59.8,57,5.22,5.25,3.13,1154
40665,0.39,Ideal,G,IF,61.7,55,4.68,4.72,2.9,1154
40666,0.45,Good,G,VS1,58.1,61.2,5.02,5.07,2.93,1154
40667,0.31,Ideal,F,IF,60.2,57,4.38,4.44,2.65,1155
40668,0.44,Ideal,G,VVS2,61.8,56,4.94,4.9,3.04,1155
40669,0.44,Premium,G,VVS2,60.9,57,4.93,4.89,2.99,1155
40670,0.44,Premium,G,VVS2,61.3,60,4.94,4.88,3.01,1155
40671,0.44,Premium,F,VS1,61.9,59,4.88,4.84,3.01,1155
40672,0.44,Premium,F,VS1,61.2,61,4.88,4.83,2.97,1155
40673,0.44,Ideal,E,VS1,61.5,56,4.92,4.9,3.02,1155
40674,0.5,Fair,H,VS1,66.5,60,4.93,4.85,3.25,1155
40675,0.5,Premium,E,SI1,61.4,58,5.17,5.09,3.15,1155
40676,0.5,Premium,E,SI1,62.3,60,5.16,5.08,3.19,1155
40677,0.5,Good,E,SI1,64,56,5.03,4.97,3.2,1155
40678,0.5,Good,E,SI1,64.2,59,5.03,4.97,3.21,1155
40679,0.4,Premium,G,VVS1,60.3,58,4.83,4.79,2.9,1155
40680,0.5,Premium,E,SI1,62.4,58,5.06,5.01,3.14,1155
40681,0.44,Ideal,D,VS2,60.4,56,4.95,4.91,2.98,1155
40682,0.5,Good,E,SI1,64,57,5.04,4.99,3.21,1155
40683,0.5,Very Good,E,SI1,63.4,58,5.09,5.01,3.2,1155
40684,0.5,Premium,E,SI1,61.4,59,5.09,5.01,3.1,1155
40685,0.5,Good,E,SI1,63.7,59,5.07,5.01,3.21,1155
40686,0.53,Good,E,SI1,63.6,56,5.19,5.1,3.27,1156
40687,0.46,Premium,E,VS2,61.3,57,5.02,4.99,3.07,1156
40688,0.5,Fair,F,SI2,61.1,67,5.07,5.04,3.09,1156
40689,0.5,Premium,H,SI1,59,59,5.22,5.18,3.07,1156
40690,0.58,Fair,D,SI2,65.1,58,5.25,5.22,3.41,1156
40691,0.38,Very Good,E,VVS2,59.7,63,4.71,4.73,2.82,1157
40692,0.5,Good,D,SI2,63.4,59,5,5.03,3.18,1157
40693,0.5,Good,D,SI2,63.2,56,5.01,5.05,3.18,1157
40694,0.41,Ideal,F,VVS1,62.3,56,4.77,4.79,2.98,1157
40695,0.46,Good,F,VS1,56.5,61,5.11,5.05,2.87,1157
40696,0.4,Ideal,E,VVS2,61.5,56,4.74,4.79,2.93,1158
40697,0.4,Ideal,E,VVS2,61.8,56,4.74,4.77,2.94,1158
40698,0.4,Ideal,E,VVS2,62.2,56,4.71,4.78,2.95,1158
40699,0.4,Ideal,E,VVS2,61.7,56,4.73,4.77,2.93,1158
40700,0.4,Ideal,E,VVS2,61.7,55,4.74,4.76,2.93,1158
40701,0.4,Ideal,E,VVS2,62.1,55,4.74,4.76,2.95,1158
40702,0.44,Very Good,E,VS1,60.7,58,4.88,4.91,2.97,1158
40703,0.4,Ideal,H,IF,62.7,57,4.68,4.7,2.94,1158
40704,0.4,Ideal,E,VVS2,62.1,56,4.7,4.73,2.93,1158
40705,0.4,Ideal,E,VVS2,61.8,55,4.74,4.78,2.94,1158
40706,0.58,Ideal,I,SI2,61.3,56,5.38,5.45,3.32,1158
40707,0.52,Ideal,D,SI2,61,56,5.17,5.22,3.17,1158
40708,0.7,Fair,F,I1,65.9,57,5.64,5.5,3.67,1158
40709,0.73,Fair,F,I1,66.9,54,5.62,5.54,3.74,1158
40710,0.43,Premium,D,VVS2,59.5,59,4.95,4.97,2.95,1159
40711,0.38,Good,D,VVS1,61.3,61,4.68,4.72,2.88,1159
40712,0.62,Premium,H,SI2,61,62,5.47,5.42,3.32,1159
40713,0.53,Premium,H,SI1,61.2,60,5.22,5.1,3.16,1159
40714,0.41,Very Good,D,VVS2,62.5,54,4.79,4.81,3,1160
40715,0.41,Very Good,E,VS1,63.4,55,4.7,4.73,2.99,1160
40716,0.59,Very Good,H,SI2,60.3,56,5.43,5.48,3.29,1160
40717,0.53,Very Good,E,SI2,58.3,62,5.3,5.36,3.11,1160
40718,0.51,Fair,G,SI1,64.5,56,5.06,5.01,3.25,1160
40719,0.44,Ideal,G,VVS1,62,54,4.89,4.91,3.04,1160
40720,0.38,Ideal,F,VVS1,61.1,57,4.71,4.69,2.87,1160
40721,0.38,Ideal,F,VVS1,60.9,57,4.73,4.69,2.87,1160
40722,0.38,Ideal,E,VVS1,62.4,54,4.64,4.66,2.9,1160
40723,0.5,Ideal,H,SI1,59.2,62,5.17,5.2,3.07,1160
40724,0.41,Very Good,F,VVS1,62.3,54,4.75,4.79,2.97,1161
40725,0.53,Very Good,G,SI1,63.4,54,5.09,5.13,3.24,1161
40726,0.52,Very Good,H,SI1,62.6,59,5.06,5.13,3.19,1161
40727,0.52,Very Good,G,SI1,60.6,61,5.17,5.19,3.14,1161
40728,0.62,Ideal,I,SI2,62.5,55,5.45,5.49,3.42,1161
40729,0.51,Ideal,H,SI1,62.1,54,5.13,5.15,3.19,1161
40730,0.51,Ideal,H,SI1,61.3,57,5.1,5.14,3.14,1161
40731,0.35,Very Good,D,VVS2,60,56,4.61,4.63,2.77,1162
40732,0.37,Ideal,E,VVS2,61.6,55,4.62,4.63,2.85,1162
40733,0.35,Ideal,D,VVS2,60.8,56,4.58,4.6,2.79,1162
40734,0.54,Ideal,F,SI2,61.2,56,5.27,5.28,3.23,1162
40735,0.46,Very Good,I,VVS1,62.9,57,4.91,4.95,3.1,1163
40736,0.34,Ideal,E,IF,62,56,4.47,4.5,2.78,1163
40737,0.34,Ideal,E,IF,62,56,4.49,4.51,2.79,1163
40738,0.34,Ideal,E,IF,61.7,56,4.46,4.48,2.76,1163
40739,0.54,Ideal,E,SI2,62.1,56,5.18,5.22,3.23,1163
40740,0.54,Good,E,SI2,63.4,56,5.14,5.18,3.27,1163
40741,0.54,Good,E,SI2,63.8,54,5.17,5.18,3.3,1163
40742,0.54,Very Good,E,SI2,61.9,58,5.19,5.24,3.23,1163
40743,0.36,Ideal,G,VVS1,61.7,55,4.58,4.6,2.83,1163
40744,0.53,Ideal,I,VS2,62.2,56,5.15,5.2,3.22,1163
40745,0.51,Ideal,H,VS2,61.6,55,5.13,5.16,3.17,1163
40746,0.41,Ideal,H,VS2,60.7,55,4.83,4.86,2.94,1163
40747,0.41,Ideal,H,VS2,61.7,56,4.77,4.79,2.95,1163
40748,0.47,Ideal,G,SI1,60.8,56,5,5.03,3.05,1163
40749,0.36,Ideal,H,IF,61.3,57,4.59,4.61,2.82,1163
40750,0.4,Ideal,F,VVS2,61.7,55,4.76,4.74,2.93,1163
40751,0.4,Ideal,F,VVS2,61.7,56,4.74,4.72,2.92,1163
40752,0.4,Ideal,F,VVS2,62.4,56,4.74,4.72,2.95,1163
40753,0.4,Premium,F,VVS2,60.8,59,4.76,4.72,2.88,1163
40754,0.4,Premium,F,VVS2,60.8,59,4.73,4.71,2.87,1163
40755,0.4,Premium,F,VVS2,62.2,59,4.7,4.65,2.91,1163
40756,0.4,Ideal,F,VVS2,62.8,57,4.73,4.66,2.95,1163
40757,0.4,Ideal,F,VVS2,62.4,57,4.73,4.69,2.94,1163
40758,0.4,Ideal,F,VVS2,62.8,56,4.73,4.69,2.96,1163
40759,0.4,Premium,F,VVS2,60.7,58,4.75,4.7,2.87,1163
40760,0.51,Premium,H,SI1,60,61,5.2,5.17,3.11,1163
40761,0.4,Very Good,E,VVS1,63.4,57,4.64,4.66,2.95,1164
40762,0.42,Good,F,VVS1,61.2,64,4.75,4.8,2.92,1164
40763,0.46,Very Good,I,VVS1,63.5,57,4.91,4.85,3.1,1164
40764,0.55,Ideal,J,VS2,62.6,57,5.21,5.17,3.25,1165
40765,0.41,Very Good,H,VVS1,62,56,4.77,4.81,2.97,1166
40766,0.62,Premium,J,VS2,61.2,59,5.42,5.52,3.35,1166
40767,0.37,Fair,F,IF,52.3,61,4.96,4.91,2.58,1166
40768,0.4,Ideal,E,VVS2,62.4,59,4.7,4.73,2.94,1166
40769,0.5,Ideal,J,VS2,62,56,5.08,5.12,3.16,1166
40770,0.53,Ideal,G,SI1,62.1,53,5.22,5.27,3.26,1166
40771,0.41,Good,E,VS1,63.9,53,4.75,4.7,3.02,1166
40772,0.46,Fair,D,VS1,67.3,61,4.81,4.71,3.21,1166
40773,0.72,Good,F,I1,63.6,58,5.72,5.62,3.6,1166
40774,0.39,Premium,D,VVS1,63,60,4.63,4.61,2.91,1167
40775,0.42,Very Good,E,VVS2,62.1,56,4.79,4.82,2.98,1167
40776,0.42,Very Good,E,VVS2,59.8,56,4.9,4.92,2.94,1167
40777,0.53,Very Good,E,SI2,63.1,58,5.15,5.18,3.26,1167
40778,0.5,Very Good,D,SI2,61.9,56,5.09,5.14,3.16,1167
40779,0.35,Premium,D,VVS1,60.8,58,4.53,4.55,2.76,1167
40780,0.35,Ideal,D,VVS1,61.5,57,4.52,4.55,2.79,1167
40781,0.31,Premium,D,IF,60.2,59,4.39,4.42,2.65,1167
40782,0.43,Good,F,VS1,61.4,61.1,4.85,4.87,2.98,1167
40783,0.4,Very Good,D,VVS2,62.6,55,4.7,4.72,2.95,1168
40784,0.61,Good,E,I1,63.4,57.1,5.37,5.43,3.42,1168
40785,0.4,Ideal,F,VVS1,61.4,56,4.77,4.81,2.94,1168
40786,0.4,Ideal,F,VVS1,61.8,58,4.72,4.76,2.93,1168
40787,0.4,Ideal,F,VVS1,62.3,54,4.75,4.78,2.97,1168
40788,0.4,Ideal,F,VVS1,61.9,55,4.75,4.78,2.95,1168
40789,0.4,Ideal,F,VVS1,61.7,55,4.77,4.79,2.95,1168
40790,0.31,Ideal,F,IF,61.4,56,4.37,4.42,2.7,1168
40791,0.31,Ideal,F,IF,61,56,4.38,4.41,2.68,1168
40792,0.31,Ideal,F,IF,61.2,57,4.35,4.38,2.67,1168
40793,0.31,Ideal,F,IF,61.4,56,4.4,4.43,2.71,1168
40794,0.46,Good,F,VS1,59.9,61.9,5.02,5.06,3.01,1168
40795,0.46,Good,F,VS1,61.6,62.2,4.84,5,3.04,1168
40796,0.41,Very Good,F,VVS1,63.7,54,4.71,4.74,3.01,1169
40797,0.5,Good,D,SI1,63.5,57,5.05,5.09,3.22,1169
40798,0.43,Ideal,F,VVS2,62.2,55,4.83,4.85,3.01,1169
40799,0.43,Premium,F,VVS2,61.6,60,4.82,4.86,2.98,1169
40800,0.43,Ideal,F,VVS2,61.9,56,4.82,4.87,3,1169
40801,0.43,Ideal,F,VVS2,61.9,56,4.82,4.84,2.99,1169
40802,0.43,Ideal,F,VVS2,61.8,57,4.83,4.85,2.99,1169
40803,0.51,Ideal,F,SI2,60.5,55,5.17,5.21,3.14,1169
40804,0.41,Good,E,VVS1,60.4,61,4.76,4.81,2.89,1169
40805,0.43,Ideal,H,VVS1,62.3,54,4.85,4.84,3.02,1169
40806,0.63,Premium,E,SI2,58.9,59,5.64,5.6,3.31,1169
40807,0.6,Premium,H,SI1,62.4,58,5.4,5.34,3.35,1170
40808,0.5,Very Good,G,SI1,62.8,55,5.03,5.07,3.17,1170
40809,0.51,Very Good,H,SI1,62,57,5.11,5.19,3.19,1170
40810,0.51,Good,E,SI1,63.6,59,5.13,5.06,3.24,1170
40811,0.52,Ideal,G,SI2,61.5,56,5.15,5.19,3.18,1170
40812,0.54,Ideal,I,SI1,60,59,5.29,5.31,3.18,1170
40813,0.54,Ideal,I,SI1,62.4,55,5.19,5.23,3.25,1170
40814,0.52,Good,F,SI2,61.5,60.5,5.11,5.16,3.16,1170
40815,0.39,Ideal,D,VS1,61.9,57,4.71,4.69,2.91,1170
40816,0.32,Ideal,E,IF,62.6,55,4.41,4.38,2.75,1170
40817,0.38,Ideal,D,VS1,62.4,56,4.68,4.64,2.91,1170
40818,0.32,Ideal,E,IF,61.9,56,4.42,4.4,2.73,1170
40819,0.32,Premium,E,IF,61.6,58,4.39,4.38,2.7,1170
40820,0.39,Ideal,D,VS1,62,57,4.71,4.67,2.91,1170
40821,0.51,Ideal,E,SI2,63,56,5.14,5.12,3.23,1170
