description,industry,level,size,linecode,value
Business effects from regulation: increased customer confidence,Auxiliary,2,total,LC0501,66
Business effects from regulation: increased efficiency in running the business,Auxiliary,2,total,LC0502,42
Business effects from regulation: increased employee productivity,Auxiliary,2,total,LC0503,27
Business effects from regulation: provided new market opportunities,Auxiliary,2,total,LC0504,30
Business effects from regulation: created a level playing field in this business's industry,Auxiliary,2,total,LC0505,21
Business effects from regulation: increased competition,Auxiliary,2,total,LC0506,21
Business effects from regulation: none of the above,Auxiliary,2,total,LC0507,186
Business performance from employment regulation - constrained,Auxiliary,2,total,LC0601_01,33
Business performance from employment regulation - neither constrained nor enhanced,Auxiliary,2,total,LC0601_02,183
Business performance from employment regulation - enhanced,Auxiliary,2,total,LC0601_03,36
Business performance from employment regulation - don't know,Auxiliary,2,total,LC0601_04,24
Business performance from employment regulation - not applicable,Auxiliary,2,total,LC0601_05,33
Business performance from workplace safety - constrained,Auxiliary,2,total,LC0602_01,39
Business performance from workplace safety - neither constrained nor enhanced,Auxiliary,2,total,LC0602_02,177
Business performance from workplace safety - enhanced,Auxiliary,2,total,LC0602_03,48
Business performance from workplace safety - don't know,Auxiliary,2,total,LC0602_04,21
Business performance from workplace safety- not applicable,Auxiliary,2,total,LC0602_05,24
Business performance from environmental regulation - constrained,Auxiliary,2,total,LC0603_01,3
Business performance from environmental regulation - neither constrained nor enhanced,Auxiliary,2,total,LC0603_02,180
Business performance from environmental regulation - enhanced,Auxiliary,2,total,LC0603_03,18
Business performance from environmental regulation - don't know,Auxiliary,2,total,LC0603_04,39
Business performance from environmental regulation- not applicable,Auxiliary,2,total,LC0603_05,66
Business performance from business and trade laws - constrained,Auxiliary,2,total,LC0604_01,51
Business performance from business and trade laws - neither constrained nor enhanced,Auxiliary,2,total,LC0604_02,156
Business performance from business and trade laws - enhanced,Auxiliary,2,total,LC0604_03,33
Business performance from business and trade laws - don't know,Auxiliary,2,total,LC0604_04,27
Business performance from business and trade laws- not applicable,Auxiliary,2,total,LC0604_05,36
Business performance from product standards and product safety regulation - constrained,Auxiliary,2,total,LC0605_01,12
Business performance from product standards and product safety regulation - neither constrained nor enhanced,Auxiliary,2,total,LC0605_02,162
Business performance from product standards and product safety regulation - enhanced,Auxiliary,2,total,LC0605_03,15
Business performance from product standards and product safety regulation - don't know,Auxiliary,2,total,LC0605_04,27
Business performance from product standards and product safety regulation- not applicable,Auxiliary,2,total,LC0605_05,93
Business performance from border regulation - constrained,Auxiliary,2,total,LC0606_01,6
Business performance from border regulation - neither constrained nor enhanced,Auxiliary,2,total,LC0606_02,108
Business performance from border regulation - enhanced,Auxiliary,2,total,LC0606_03,12
Business performance from border regulation - don't know,Auxiliary,2,total,LC0606_04,27
Business performance from border regulation- not applicable,Auxiliary,2,total,LC0606_05,156
Business performance from other industry specific regulation - constrained,Auxiliary,2,total,LC0607_01,78
Business performance from other industry specific regulation - neither constrained nor enhanced,Auxiliary,2,total,LC0607_02,105
Business performance from other industry specific regulation - enhanced,Auxiliary,2,total,LC0607_03,54
Business performance from other industry specific regulation - don't know,Auxiliary,2,total,LC0607_04,21
Business performance from other industry specific regulation- not applicable,Auxiliary,2,total,LC0607_05,45
Regulation on business' ability to innovate - constrained,Auxiliary,2,total,LC0701_01,39
Regulation on business' ability to innovate - neither constrained nor enhanced,Auxiliary,2,total,LC0701_02,177
Regulation on business' ability to innovate - enhanced,Auxiliary,2,total,LC0701_03,18
Regulation on business' ability to innovate - don't know,Auxiliary,2,total,LC0701_04,24
Regulation on business' ability to innovate - not applicable,Auxiliary,2,total,LC0701_05,48
Regulation on business' ability to export - constrained,Auxiliary,2,total,LC0702_01,6
Regulation on business' ability to export - neither constrained nor enhanced,Auxiliary,2,total,LC0702_02,57
Regulation on business' ability to export - enhanced,Auxiliary,2,total,LC0702_03,6
Regulation on business' ability to export - don't know,Auxiliary,2,total,LC0702_04,15
Regulation on business' ability to export - not applicable,Auxiliary,2,total,LC0702_05,222
Regulatory requirements: business spent significant time and resource finding out about what is required,Auxiliary,2,total,LC0801,225
Regulatory requirements: business spent significant time and resource adjusting the business to regulatory changes,Auxiliary,2,total,LC0802,213
Regulatory requirements: business spent significant time and resource providing the required information to government,Auxiliary,2,total,LC0803,120
Regulatory requirements: business spent significant time and resource applying for consents and approvals,Auxiliary,2,total,LC0804,57
Regulatory requirements: business spent significant time and resource on dispute resolution process,Auxiliary,2,total,LC0805,57
"Regulatory requirements: business spent significant time and resource complying with monitoring, audits, and inspections",Auxiliary,2,total,LC0806,186
Regulatory requirements: business spent significant time and resource on none of the above,Auxiliary,2,total,LC0807,24
Business spent significant time and resource on employment regulation,Auxiliary,2,total,LC0901,90
